"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
6479,"2019-12-11","DA16 3NU","T","N","F","72",NA,"WORDSWORTH ROAD",NA,"WELLING","BEXLEY","DA16","D",62,3,2.4,0.5,226,42,"Average","owner-occupied",51.470822,0.091614,112,50,4,"welling","Thames Water",49400,"Bexley",315000,"rail",0,1,0,0.9842976
6480,"2019-12-12","SE19 2QQ","F","N","L","275","FLAT 1","CHURCH ROAD",NA,"LONDON","CROYDON","SE19","D",67,3,2.9,1.7,247,143,"Very Poor","owner-occupied",51.412832,-0.084336,91,115,3,"crystal palace","Thames Water",54100,"Croydon",366000,"light_rail",0,1,1,0.8718242
6481,"2019-03-22","RM9 4HX","T","N","F","19A",NA,"ELLERTON ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM9","C",74,3,1.5,0.4,116,27,"Good","owner-occupied",51.535066,0.119719,72,7,5,"becontree","Essex & Suffolk Water",39500,"Barking and Dagenham",315000,"tube",1,0,0,0.5474534
6482,"2019-04-24","TW5 9HH","T","N","F","8",NA,"WHYTECROFT",NA,"HOUNSLOW","HOUNSLOW","TW5","E",66,4,5,1.2,428,100,"Average","owner-occupied",51.483356,-0.389609,116,29,5,"hounslow west","Thames Water",51500,"Hounslow",385000,"tube",1,0,0,1.2036518
6483,"2019-12-13","RM3 0JS","T","N","F","KINGS COTTAGES","2","BATES ROAD",NA,"ROMFORD","HAVERING","RM3","D",71,4,3.2,0.9,256,68,"Good","owner-occupied",51.598602,0.243913,6,30,6,"harold wood","Essex & Suffolk Water",49400,"Havering",3e+05,"rail",0,1,0,0.6127004
6484,"2019-12-13","SE18 7HB","F","N","L","36",NA,"JESSUP CLOSE",NA,"LONDON","GREENWICH","SE18","D",67,3,2.8,1.6,214,126,"Average","rental (social)",51.49051,0.074796,130,9,4,"woolwich arsenal","Thames Water",42000,"Greenwich",250000,"light_rail",0,1,1,0.4759924
6486,"2019-05-31","EN5 2SY","S","N","F","127",NA,"BELLS HILL",NA,"BARNET","BARNET","EN5","D",87,5,4.7,1.5,308,96,"Average","owner-occupied",51.647873,-0.214033,47,100,5,"high barnet","Affinity Water",58000,"Barnet",452000,"tube",1,0,0,1.1110632
6487,"2019-10-04","E13 8EP","T","N","F","91",NA,"CROYDON ROAD",NA,"LONDON","NEWHAM","E13","E",67,3,4.1,1.6,353,133,"Average","owner-occupied",51.520618,0.014412,106,3,3,"star lane","Thames Water",40200,"Newham",415000,"light_rail",0,0,1,0.5642312
6488,"2019-06-28","EN1 2DJ","F","N","L","GRASSMERE COURT, 20","14","VILLAGE ROAD",NA,"ENFIELD","ENFIELD","EN1","C",45,2,1.5,1.5,199,191,"Average","rental (private)",51.646025,-0.076546,28,28,5,"enfield town","Thames Water",49900,"Enfield",202400,"light_rail",0,0,1,0.5505604
6490,"2019-10-23","SW4 0AF","F","N","L","20",NA,"WINGATE SQUARE",NA,"LONDON","LAMBETH","SW4","B",60,2,1.1,1.1,108,108,"Average","owner-occupied",51.463616,-0.140329,157,22,2,"clapham common","Thames Water",66000,"Lambeth",585000,"tube",1,0,0,0.245453
6491,"2019-09-13","KT6 7RZ","S","N","F","21",NA,"DOUGLAS ROAD",NA,"SURBITON","KINGSTON UPON THAMES","KT6","D",104,5,4.7,2.1,259,111,"Good","owner-occupied",51.382972,-0.293566,108,28,5,"tolworth","Thames Water",63300,"Kingston upon Thames",720000,"rail",0,1,0,1.031524
6492,"2019-10-04","SE15 6JL","F","N","L","MANSFIELD COURT, 166","FLAT 32","SUMNER ROAD",NA,"LONDON","SOUTHWARK","SE15","C",66,3,1.4,1.4,111,111,"Good","rental (social)",51.478066,-0.073874,50,5,2,"peckham rye","Thames Water",43200,"Southwark",4e+05,"light_rail",0,1,1,0.7525154
6493,"2019-12-06","N8 9RS","T","N","F","75",NA,"NELSON ROAD","HORNSEY","LONDON","HARINGEY","N8","D",144,5,5.2,1.9,188,68,"Poor","rental (private)",51.579544,-0.115913,96,42,3,"harringay","Thames Water",56400,"Haringey",1095000,"rail",0,1,0,0.6257498
6495,"2019-08-12","TW9 2AH","T","N","F","56",NA,"THE AVENUE",NA,"RICHMOND","RICHMOND UPON THAMES","TW9","C",153,7,4,2,150,71,"Poor","owner-occupied",51.474245,-0.290991,55,10,3,"kew gardens","Thames Water",71700,"Richmond upon Thames",1100000,"tube",1,0,1,0.4300088
6497,"2019-10-25","E17 9BS","T","N","F","49",NA,"GRANVILLE ROAD","WALTHAMSTOW","LONDON","WALTHAM FOREST","E17","D",117,5,4.6,1.6,225,75,"Average","rental (private)",51.57784,-0.014162,170,22,3,"walthamstow central","Thames Water",42500,"Waltham Forest",830000,"tube",1,0,1,0.5847374
6498,"2019-10-11","TW11 9RT","F","N","L","CHERWELL COURT","11","BROOM PARK",NA,"TEDDINGTON","RICHMOND UPON THAMES","TW11","C",79,3,1.7,1.4,115,90,"Average","rental (private)",51.419521,-0.307991,58,10,6,"hampton wick","Thames Water",63800,"Richmond upon Thames",520000,"rail",0,1,0,0.540618
6499,"2019-11-22","SE26 6NA","F","N","L","32B",NA,"PANMURE ROAD",NA,"LONDON","LEWISHAM","SE26","D",67.57,4,3,2.9,232,223,"Good","owner-occupied",51.433381,-0.064112,100,89,3,"sydenham","Thames Water",52300,"Lewisham",413000,"light_rail",0,1,1,0.7257952
6500,"2019-04-12","CR7 8PG","T","N","F","55",NA,"BURLINGTON ROAD",NA,"THORNTON HEATH","CROYDON","CR7","D",94,6,4.1,1,251,60,"Poor","rental (private)",51.406943,-0.096545,114,60,4,"thornton heath","Thames Water",44900,"Croydon",360000,"rail",0,1,0,0.7413302
6501,"2019-04-26","HA4 6PL","S","N","F","30",NA,"ACORN GROVE",NA,"RUISLIP","HILLINGDON","HA4","C",92,4,3.1,1.5,192,91,"Average","owner-occupied",51.560296,-0.418876,61,40,5,"ruislip gardens","Affinity Water",59200,"Hillingdon",368000,"tube",1,0,0,0.6965894
6502,"2019-11-22","TW11 8BU","S","N","F","7",NA,"ELMFIELD AVENUE",NA,"TEDDINGTON","RICHMOND UPON THAMES","TW11","D",151,7,5.7,3.6,234,147,"Good","owner-occupied",51.428414,-0.333699,61,11,6,"teddington","Thames Water",64300,"Richmond upon Thames",1310000,"rail",0,1,0,0.3113214
6503,"2019-01-29","N10 3JX","S","N","F","76",NA,"ONSLOW GARDENS",NA,"LONDON","HARINGEY","N10","G",219,7,21,7.2,567,196,"Very Poor","owner-occupied",51.584392,-0.143066,106,89,3,"highgate","Thames Water",65800,"Haringey",1415000,"tube",1,0,0,0.624507
6504,"2019-10-30","SW17 9DG","F","N","L","6","FLAT 2","WEST GARDENS",NA,"LONDON","MERTON","SW17","C",36,2,1.2,1.2,182,182,"Average","rental (private)",51.422324,-0.173634,89,16,3,"colliers wood","Thames Water",64700,"Wandsworth",285000,"tube",1,0,0,0.3144284
6505,"2019-01-29","SE23 2HS","F","N","L","14B",NA,"CARHOLME ROAD",NA,"LONDON","LEWISHAM","SE23","D",74,4,3.7,1.7,257,117,"Average","owner-occupied",51.440929,-0.035114,112,25,3,"catford","Thames Water",58000,"Lewisham",180000,"rail",0,1,0,0.5698238
6506,"2019-04-26","EC1R 1XG","F","N","L","9",NA,"INGLE MEWS",NA,"LONDON","ISLINGTON","EC1R","C",69.8,3,1.7,1.6,149,139,"Good","rental (private)",51.530344,-0.110033,10,37,1,"angel","Thames Water",50900,"Islington",675000,"tube",1,0,0,0.3846466
6507,"2019-05-31","CR0 6XE","F","N","L","SONNING COURT, 38","FLAT 1","OUTRAM ROAD",NA,"CROYDON","CROYDON","CR0","D",80,3,4.6,3.4,340,255,"Good","rental (social)",51.376277,-0.076149,130,67,3,"sandilands","Thames Water",50700,"Croydon",235000,"light_rail",0,0,1,0.173992
6508,"2019-04-26","W1U 6LF","F","N","L","99",NA,"MONTAGU MANSIONS",NA,"LONDON","WESTMINSTER","W1U","D",82,3,3,1.4,207,99,"Very Poor","owner-occupied",51.519647,-0.157881,31,33,1,"baker street","Thames Water",71200,"Westminster",1310000,"tube",6,0,0,0.422552
6509,"2019-04-11","SW1H 0HY","F","N","L","ARTILLERY MANSIONS","FLAT 96","VICTORIA STREET",NA,"LONDON","WESTMINSTER","SW1H","B",154,5,2.1,2.1,77,77,"Average","owner-occupied",51.496815,-0.134555,66,17,1,"st. james's park","Thames Water",57500,"Westminster",2050000,"tube",2,0,0,0.335556
6510,"2019-01-25","N1 0EY","T","N","F","5",NA,"BATCHELOR STREET",NA,"LONDON","ISLINGTON","N1","C",134.1,5,3.3,2.7,175,140,"Good","owner-occupied",51.534957,-0.108498,70,41,1,"angel","Thames Water",63500,"Islington",1310000,"tube",1,0,0,0.229918
6511,"2019-10-29","CR2 7EQ","D","N","F","9",NA,"CAMPDEN ROAD",NA,"SOUTH CROYDON","CROYDON","CR2","D",348,12,14,7.3,226,118,"Very Poor","owner-occupied",51.361413,-0.085537,80,74,3,"lloyd park","Thames Water",61500,"Croydon",1050000,"light_rail",0,0,1,0.369733
6512,"2019-08-15","CR2 9JG","D","N","F","33",NA,"GLEBE HYRST",NA,"SOUTH CROYDON","CROYDON","CR2","E",165,7,8.3,4.6,286,157,"Average","owner-occupied",51.335967,-0.081369,50,156,6,"riddlesdown","SES Water",66500,"Croydon",810000,"rail",0,1,0,1.252121
6513,"2019-07-19","BR1 4NW","T","N","F","42",NA,"ARCUS ROAD",NA,"BROMLEY","LEWISHAM","BR1","D",77,4,3.7,1.6,275,114,"Average","owner-occupied",51.420493,0.004425,130,42,4,"ravensbourne","Thames Water",42900,"Bromley",345000,"rail",0,1,0,1.1129274
6514,"2019-02-25","NW6 7UT","S","N","F","69",NA,"PRIORY PARK ROAD",NA,"LONDON","BRENT","NW6","C",158,6,4.6,3,165,108,"Average","owner-occupied",51.539691,-0.200794,23,38,2,"brondesbury","Thames Water",51900,"Brent",1375000,"light_rail",0,0,1,0.6102148
6517,"2019-04-18","SE9 5LY","T","N","F","104",NA,"ELTHAM PALACE ROAD",NA,"LONDON","GREENWICH","SE9","C",83,5,2.6,1.2,163,72,"Poor","owner-occupied",51.448653,0.03758,79,31,4,"mottingham","Thames Water",44500,"Greenwich",401000,"rail",0,1,0,1.1011208
6518,"2019-08-09","SW3 5NX","T","N","F","32",NA,"MARGARETTA TERRACE",NA,"LONDON","KENSINGTON AND CHELSEA","SW3","E",181.75,7,8.9,7.1,295,234,"Poor","owner-occupied",51.485378,-0.168322,16,11,1,"south kensington","Thames Water",59900,"Kensington and Chelsea",3750000,"tube",3,0,0,0.751894
6519,"2019-11-11","KT1 3GD","T","N","F","25",NA,"LIVESEY CLOSE",NA,"KINGSTON UPON THAMES","KINGSTON UPON THAMES","KT1","C",149,5,3.5,2,134,75,"Average","owner-occupied",51.40704,-0.295036,107,12,6,"kingston","Thames Water",53300,"Kingston upon Thames",7e+05,"rail",0,1,0,0.7320092
6520,"2019-08-16","BR7 5LT","D","N","F","WHITCOT",NA,"YESTER ROAD",NA,"CHISLEHURST","BROMLEY","BR7","D",252,8,9.9,7.2,223,160,"Average","owner-occupied",51.41236,0.047312,63,58,4,"elmstead woods","Thames Water",72000,"Bromley",1150000,"rail",0,1,0,0.4592146
6521,"2019-08-23","SW2 5ET","S","N","F","14",NA,"BLENHEIM GARDENS",NA,"LONDON","LAMBETH","SW2","D",188,7,6.2,3.8,185,113,"Average","owner-occupied",51.453985,-0.121159,35,32,2,"brixton","Thames Water",61900,"Lambeth",1135267,"tube",1,1,0,0.7170956
6522,"2019-11-15","N5 2JU","T","N","F","2",NA,"WYATT ROAD",NA,"LONDON","ISLINGTON","N5","E",86,6,4.9,1,320,65,"Average","rental (private)",51.560479,-0.096907,110,29,2,"arsenal","Thames Water",65100,"Islington",760000,"tube",1,0,0,0.4703998
6523,"2019-02-15","SE15 4JY","T","N","F","54",NA,"ANSTEY ROAD",NA,"LONDON","SOUTHWARK","SE15","D",94,4,4.1,2,247,116,"Poor","owner-occupied",51.465778,-0.069378,93,17,2,"peckham rye","Thames Water",52500,"Southwark",725000,"light_rail",0,1,1,0.2783872
6524,"2019-02-18","BR7 6ER","T","N","F","59",NA,"CRANMORE ROAD",NA,"CHISLEHURST","BROMLEY","BR7","D",120,5,5.8,2.1,274,97,"Average","owner-occupied",51.422605,0.053854,69,85,4,"elmstead woods","Thames Water",55000,"Bromley",530000,"rail",0,1,0,0.8258406
6526,"2019-08-20","IG6 2UQ","T","N","F","89",NA,"LAING CLOSE",NA,"ILFORD","REDBRIDGE","IG6","D",36.84,2,2.4,1.4,334,194,"Good","owner-occupied",51.604565,0.089971,91,39,4,"hainault","Thames Water",51500,"Redbridge",265000,"tube",1,0,0,0.3411486
6528,"2019-08-09","E2 8EB","F","N","L","190",NA,"KINGSLAND ROAD",NA,"LONDON","HACKNEY","E2","C",106,5,3.2,2.8,172,148,"Good","rental (social)",51.534098,-0.076668,149,22,1,"hoxton","Thames Water",53100,"Hackney",550000,"light_rail",0,0,1,0.239239
6529,"2019-12-06","RM7 8QU","S","N","F","7",NA,"ABBOTTS CLOSE",NA,"ROMFORD","HAVERING","RM7","F",76,6,5.7,1.5,438,111,"Average","owner-occupied",51.587984,0.159584,103,21,6,"romford","Essex & Suffolk Water",46300,"Havering",363000,"light_rail",0,1,1,1.6895866
6530,"2019-11-07","HA5 5QT","D","N","F","SEVEN ELMS",NA,"MAYFIELD DRIVE",NA,"PINNER","HARROW","HA5","E",184,7,9.7,3.6,298,110,"Average","owner-occupied",51.59234,-0.372562,17,67,5,"pinner","Affinity Water",68600,"Harrow",987500,"tube",1,0,0,0.6456346
6531,"2019-05-17","BR6 8JW","D","N","F","4",NA,"DRAYTON AVENUE",NA,"ORPINGTON","BROMLEY","BR6","D",321,8,13,9.3,229,163,"Good","owner-occupied",51.375419,0.066628,47,92,5,"petts wood","Thames Water",66900,"Bromley",1046500,"rail",0,1,0,1.7268706
6532,"2019-12-20","CR2 6HW","T","N","F","53",NA,"JARVIS ROAD",NA,"SOUTH CROYDON","CROYDON","CR2","D",64,5,3.1,0.8,273,70,"Good","owner-occupied",51.357459,-0.096213,63,55,5,"south croydon","Thames Water",61500,"Croydon",385500,"rail",0,1,0,0.5940584
6533,"2019-11-15","DA15 8HF","S","N","F","29",NA,"BEVERLEY AVENUE",NA,"SIDCUP","BEXLEY","DA15","C",63,3,2.2,0.7,197,58,"Average","owner-occupied",51.443708,0.093699,121,33,5,"sidcup","Thames Water",56500,"Bexley",336000,"rail",0,1,0,1.062594
6535,"2019-12-17","N10 1EA","S","N","F","94",NA,"COLNEY HATCH LANE",NA,"LONDON","HARINGEY","N10","E",142,8,7.3,1.9,292,76,"Poor","owner-occupied",51.597223,-0.145257,227,86,3,"alexandra palace","Thames Water",64800,"Haringey",1140000,"rail",0,1,0,1.3123968
6536,"2019-11-29","DA15 8AT","S","N","F","95",NA,"CROMBIE ROAD",NA,"SIDCUP","BEXLEY","DA15","D",105,6,5.1,2,277,106,"Average","owner-occupied",51.440269,0.083282,155,38,4,"new eltham","Thames Water",59300,"Bexley",480000,"rail",0,1,0,0.6953466
6537,"2019-03-29","BR1 3RP","F","N","L","36A",NA,"SAXON ROAD",NA,"BROMLEY","BROMLEY","BR1","E",60,4,4.1,3.3,388,312,"Average","owner-occupied",51.413703,0.011261,56,66,4,"sundridge park","Thames Water",56100,"Bromley",357500,"rail",0,1,0,0.574795
6539,"2019-10-25","RM5 2HD","T","N","F","6",NA,"BROWNE CLOSE",NA,"ROMFORD","HAVERING","RM5","D",89,4,4.8,2.1,308,132,"Average","owner-occupied",51.607267,0.159417,63,32,6,"romford","Essex & Suffolk Water",45700,"Havering",325000,"light_rail",0,1,1,2.895724
6540,"2019-06-27","RM13 7EL","S","N","F","26",NA,"HAYES DRIVE",NA,"RAINHAM","HAVERING","RM13","D",100,5,4.5,2.5,233,129,"Average","owner-occupied",51.535681,0.200109,124,9,6,"elm park","Essex & Suffolk Water",44600,"Havering",420000,"tube",1,0,0,1.1763102
6541,"2019-02-22","E11 3AR","F","N","L","2C","FLAT 5","BROWNING ROAD",NA,"LONDON","WALTHAM FOREST","E11","D",90,4,4.1,0.9,238,51,"Good","owner-occupied",51.569792,0.015458,174,31,3,"leytonstone","Thames Water",49800,"Redbridge",320000,"tube",1,0,0,0.3566836
6542,"2019-04-05","SW11 5EE","F","N","L","110B",NA,"SUGDEN ROAD",NA,"LONDON","WANDSWORTH","SW11","D",50,3,2.1,1.4,243,163,"Poor","owner-occupied",51.462476,-0.156974,111,24,2,"clapham junction","Thames Water",80600,"Wandsworth",530000,"light_rail",0,1,1,0.7556224
6543,"2019-09-24","W6 0DR","T","N","F","2A",NA,"CARDROSS STREET",NA,"LONDON","HAMMERSMITH AND FULHAM","W6","D",112,4,4,2.1,186,93,"Average","owner-occupied",51.497975,-0.233187,81,7,2,"ravenscourt park","Thames Water",57700,"Hammersmith and Fulham",977000,"tube",1,0,0,0.4735068
6544,"2019-11-01","RM8 2JP","T","N","F","84",NA,"LODGE AVENUE",NA,"DAGENHAM","BARKING AND DAGENHAM","RM8","D",77,3,3.8,2.1,280,153,"Average","rental (social)",51.546669,0.113119,61,7,4,"upney","Essex & Suffolk Water",39400,"Barking and Dagenham",310000,"tube",1,0,0,0.9606844
6545,"2019-09-06","IG6 1BP","D","N","F","248",NA,"HORNS ROAD",NA,"ILFORD","REDBRIDGE","IG6","D",90,4,4.9,2.2,306,135,"Average","owner-occupied",51.581016,0.084257,30,26,4,"barkingside","Essex & Suffolk Water",48900,"Redbridge",457000,"tube",1,0,0,0.5828732
6546,"2019-04-15","TW14 0EG","S","N","F","64",NA,"CARLTON AVENUE",NA,"FELTHAM","HOUNSLOW","TW14","D",99,5,4.8,2.6,274,144,"Average","owner-occupied",51.454271,-0.400506,66,21,6,"feltham","Affinity Water",48800,"Hounslow",415000,"rail",0,1,0,0.7885566
6547,"2019-12-16","BR5 3PE","T","N","F","23",NA,"SWEEPS LANE",NA,"ORPINGTON","BROMLEY","BR5","D",84.82,4,3.7,2.7,264,192,"Average","rental (private)",51.391636,0.124321,113,60,6,"st mary cray","Thames Water",43200,"Bromley",295000,"rail",0,1,0,0.9830548
6548,"2019-01-18","HA8 6DE","S","N","F","4",NA,"APPLEDORE CLOSE",NA,"EDGWARE","HARROW","HA8","D",84,5,4.4,1.5,296,102,"Average","owner-occupied",51.602802,-0.281996,54,61,5,"canons park","Affinity Water",51100,"Barnet",470000,"tube",1,0,0,0.9526062
6549,"2019-12-19","N9 7NB","T","N","F","80",NA,"WOODSTOCK CRESCENT",NA,"LONDON","ENFIELD","N9","D",69,4,3.7,1.3,309,104,"Average","owner-occupied",51.641763,-0.055827,44,22,5,"southbury","Thames Water",40800,"Enfield",375000,"light_rail",0,0,1,0.7904208
6550,"2019-09-02","W2 3QU","F","N","L","15","FLAT 1","CHILWORTH STREET",NA,"LONDON","WESTMINSTER","W2","C",128,4,3.6,2.7,158,121,"Average","owner-occupied",51.515799,-0.178578,9,32,1,"paddington","Thames Water",66700,"Westminster",1380000,"tube",5,1,0,0.177099
6551,"2019-03-12","SE18 7QB","T","N","F","16",NA,"MAJENDIE ROAD",NA,"LONDON","GREENWICH","SE18","C",90,6,2.4,0.6,142,29,"Good","rental (private)",51.485464,0.08246,155,35,4,"plumstead","Thames Water",48200,"Greenwich",363000,"rail",0,1,0,0.4430582
6552,"2019-09-06","DA8 3JU","S","N","F","31",NA,"FRINSTED ROAD",NA,"ERITH","BEXLEY","DA8","D",83,5,4.4,2.8,297,189,"Average","owner-occupied",51.474105,0.168791,75,46,6,"erith","Thames Water",44900,"Bexley",222000,"rail",0,1,0,1.1004994
6553,"2019-08-30","N6 4HX","S","N","F","479",NA,"ARCHWAY ROAD",NA,"LONDON","HARINGEY","N6","E",184,6,11,4.9,336,150,"Good","owner-occupied",51.580427,-0.153894,54,97,3,"highgate","Thames Water",63600,"Camden",910000,"tube",1,0,0,0.3548194
6554,"2019-10-21","IG3 8QQ","S","N","F","28",NA,"WALLINGTON ROAD",NA,"ILFORD","REDBRIDGE","IG3","D",104,5,5.5,1.8,277,88,"Average","owner-occupied",51.571498,0.103606,130,18,4,"goodmayes","Essex & Suffolk Water",47000,"Redbridge",464400,"rail",0,1,0,1.0588656
6555,"2019-10-31","KT2 6LW","T","N","F","40",NA,"CRAVEN ROAD",NA,"KINGSTON UPON THAMES","KINGSTON UPON THAMES","KT2","D",113,6,3.9,1.6,195,80,"Good","owner-occupied",51.415553,-0.29298,91,11,6,"kingston","Thames Water",68000,"Kingston upon Thames",775000,"rail",0,1,0,0.5058196
6556,"2019-07-09","EN1 2QJ","D","N","F","3",NA,"LONGLEAT ROAD",NA,"ENFIELD","ENFIELD","EN1","E",133,6,6.9,3.3,295,139,"Poor","owner-occupied",51.642793,-0.072433,17,25,5,"bush hill park","Thames Water",49900,"Enfield",670000,"light_rail",0,0,1,0.1944982
6557,"2019-07-26","E1 8JA","F","N","L","LIBERTY HOUSE","FLAT 9","ENSIGN STREET",NA,"LONDON","TOWER HAMLETS","E1","C",61,3,2.1,2.1,202,204,"Average","owner-occupied",51.509649,-0.067452,19,16,1,"tower gateway","Thames Water",60700,"Tower Hamlets",572000,"light_rail",0,0,1,0.5511818
6558,"2019-03-11","N18 1HH","T","N","F","79",NA,"SOMERSET ROAD",NA,"LONDON","ENFIELD","N18","D",84,4,3,1.9,204,125,"Good","owner-occupied",51.613088,-0.07063,122,18,4,"silver street","Thames Water",39000,"Enfield",430000,"light_rail",0,0,1,0.4604574
6559,"2019-03-18","SE9 1QN","S","N","F","121",NA,"ELIBANK ROAD",NA,"LONDON","GREENWICH","SE9","E",82,4,4.2,1.4,295,94,"Average","owner-occupied",51.460459,0.064925,94,62,4,"falconwood","Thames Water",56600,"Greenwich",470000,"rail",0,1,0,0.7966348
6560,"2019-08-23","NW2 4PR","F","N","L","10",NA,"GAY CLOSE",NA,"LONDON","BRENT","NW2","C",88,3,2.8,2,180,130,"Good","rental (private)",51.553032,-0.228886,55,45,2,"willesden green","Thames Water",52600,"Camden",545000,"tube",1,0,0,0.4082598
6561,"2019-02-22","RM12 5SJ","T","N","F","194",NA,"LANCASTER DRIVE",NA,"HORNCHURCH","HAVERING","RM12","D",76,5,4,0.6,298,44,"Average","owner-occupied",51.544625,0.203756,69,10,6,"elm park","Essex & Suffolk Water",51000,"Havering",325000,"tube",1,0,0,0.543725
6563,"2019-08-08","SE18 4LA","F","N","L","1",NA,"ELIZABETH FRY PLACE",NA,"LONDON","GREENWICH","SE18","C",57.66,3,3.4,3.1,338,308,"Average","owner-occupied",51.471763,0.049567,167,66,3,"kidbrooke","Thames Water",50000,"Greenwich",265000,"rail",0,1,0,1.6038334
6564,"2019-12-16","DA15 8PD","S","N","F","870",NA,"EAST ROCHESTER WAY",NA,"SIDCUP","BEXLEY","DA15","E",94,6,5.5,1.7,328,98,"Average","owner-occupied",51.455219,0.092138,97,54,4,"falconwood","Thames Water",58700,"Bexley",325000,"rail",0,1,0,0.882388
6565,"2019-12-16","EN1 3UT","S","N","F","59",NA,"GRAEME ROAD",NA,"ENFIELD","ENFIELD","EN1","D",120,6,5.9,3.3,278,154,"Average","owner-occupied",51.657923,-0.075521,100,34,5,"enfield town","Thames Water",55200,"Enfield",560000,"light_rail",0,0,1,0.5735522
6566,"2019-06-21","RM8 2BY","T","N","F","101",NA,"LILLECHURCH ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM8","D",74,5,2.9,1,226,73,"Average","owner-occupied",51.544671,0.119171,92,7,5,"becontree","Essex & Suffolk Water",39400,"Barking and Dagenham",327000,"tube",1,0,0,0.6537128
6567,"2019-07-29","DA18 4HA","F","N","L","37",NA,"GLIMPSING GREEN",NA,"ERITH","BEXLEY","DA18","D",47,2,2.2,1.3,246,148,"Good","rental (private)",51.493083,0.135822,53,2,4,"abbey wood","Thames Water",41400,"Bexley",195000,"rail",0,1,0,1.1893596
6568,"2019-11-08","E15 1AX","F","N","L","HAVISHAM APARTMENTS, 18","8","GROVE CRESCENT ROAD",NA,"LONDON","NEWHAM","E15","B",64,3,1.1,1.1,95,95,"Good","rental (private)",51.544373,0.001486,36,10,3,"maryland","Thames Water",50300,"Newham",390000,"rail",0,1,0,0.242346
6570,"2019-02-28","SE24 9JJ","F","N","L","51A",NA,"RED POST HILL",NA,"LONDON","SOUTHWARK","SE24","D",48.48,2,2.7,2.6,289,277,"Average","rental (social)",51.455049,-0.090155,88,34,2,"north dulwich","Thames Water",76600,"Lambeth",375000,"rail",0,1,0,0.1186874
6571,"2019-02-15","RM12 6TU","T","N","F","2",NA,"KIRTON CLOSE",NA,"HORNCHURCH","HAVERING","RM12","F",45,2,4.3,1.3,537,171,"Very Poor","owner-occupied",51.542432,0.210385,46,13,6,"elm park","Essex & Suffolk Water",51000,"Havering",250000,"tube",1,0,0,0.8892234
6572,"2019-08-01","N19 5NJ","T","N","F","23",NA,"WATERLOW ROAD",NA,"LONDON","ISLINGTON","N19","E",139,8,7.9,2.3,323,91,"Very Poor","owner-occupied",51.568477,-0.138015,87,81,2,"archway","Thames Water",47100,"Camden",9e+05,"tube",1,0,0,0.3119428
6573,"2019-11-01","TW14 9HA","F","N","L","457A",NA,"STAINES ROAD",NA,"FELTHAM","HOUNSLOW","TW14","D",47.95,2,2.6,2,376,295,"Average","owner-occupied",51.45424,-0.424774,94,23,6,"feltham","Affinity Water",50600,"Hounslow",225000,"rail",0,1,0,1.0949068
6574,"2019-06-28","W8 4RN","F","N","L","2","FLAT 4","INVERNESS GARDENS",NA,"LONDON","KENSINGTON AND CHELSEA","W8","E",82,3,6.1,1.7,365,107,"Very Poor","owner-occupied",51.50561,-0.192569,43,33,1,"notting hill gate","Thames Water",70900,"Kensington and Chelsea",1050000,"tube",3,0,0,0.4076384
6575,"2019-09-30","RM1 2AS","T","N","F","8",NA,"MELTON GARDENS",NA,"ROMFORD","HAVERING","RM1","C",93,4,3.4,1.2,206,74,"Good","owner-occupied",51.568235,0.188216,115,11,6,"romford","Essex & Suffolk Water",48900,"Havering",373000,"light_rail",0,1,1,0.6300996
6576,"2019-04-15","TW11 9BA","F","N","L","HALES COURT, 14","FLAT 14","FIELD LANE",NA,"TEDDINGTON","RICHMOND UPON THAMES","TW11","C",52,2,1.9,1.4,204,151,"Good","owner-occupied",51.42695,-0.330703,21,12,6,"teddington","Thames Water",64300,"Richmond upon Thames",225000,"rail",0,1,0,0.2846012
6577,"2019-09-27","BR1 3NG","F","N","L","7","GARDEN FLAT","EDWARD ROAD",NA,"BROMLEY","BROMLEY","BR1","D",118,5,4.8,3.2,232,156,"Average","owner-occupied",51.414933,0.025495,71,71,4,"sundridge park","Thames Water",56100,"Bromley",390000,"rail",0,1,0,0.3100786
6578,"2019-08-15","E1 4RT","F","N","L","GRAY COURT, 7","FLAT 29","CANDLE STREET",NA,"LONDON","TOWER HAMLETS","E1","C",76,3,2.6,2.6,201,201,"Good","owner-occupied",51.518419,-0.036768,122,9,2,"limehouse","Thames Water",50700,"Tower Hamlets",465000,"light_rail",0,0,1,0.6996964
6579,"2019-08-09","CR2 0PY","T","N","F","21A",NA,"BYNES ROAD",NA,"SOUTH CROYDON","CROYDON","CR2","E",64,4,4.6,1.7,410,144,"Average","owner-occupied",51.353576,-0.096273,55,57,6,"sanderstead","Thames Water",62300,"Croydon",365000,"rail",0,1,0,0.5474534
